Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1543138389,2018-11-25T09:33:09Z,DLH2HY,"51.418842,12.220211",0,11,11
1543138408,2018-11-25T09:33:28Z,DLH2HY,"51.418545,12.220119",0,13,11
1543138423,2018-11-25T09:33:43Z,DLH2HY,"51.418304,12.220063",0,11,351
1543138447,2018-11-25T09:34:07Z,DLH2HY,"51.418053,12.220323",0,10,289
1543138460,2018-11-25T09:34:20Z,DLH2HY,"51.418018,12.220535",0,9,281
1543138589,2018-11-25T09:36:29Z,DLH2HY,"51.418076,12.22023",0,18,286
1543138596,2018-11-25T09:36:36Z,DLH2HY,"51.418133,12.219877",0,22,284
1543138602,2018-11-25T09:36:42Z,DLH2HY,"51.418205,12.219486",0,26,286
1543138609,2018-11-25T09:36:49Z,DLH2HY,"51.418293,12.218949",0,29,286
1543138615,2018-11-25T09:36:55Z,DLH2HY,"51.418396,12.218393",0,32,286
1543138626,2018-11-25T09:37:06Z,DLH2HY,"51.418621,12.217102",0,16,284
1543138636,2018-11-25T09:37:16Z,DLH2HY,"51.418892,12.215557",0,19,284
1543138646,2018-11-25T09:37:26Z,DLH2HY,"51.419117,12.21418",0,20,284
1543138661,2018-11-25T09:37:41Z,DLH2HY,"51.419518,12.211842",0,21,284
1543138668,2018-11-25T09:37:48Z,DLH2HY,"51.41967,12.21096",0,19,286
1543138676,2018-11-25T09:37:56Z,DLH2HY,"51.419872,12.209838",0,32,289
1543138685,2018-11-25T09:38:05Z,DLH2HY,"51.42017,12.209299",0,30,329
1543138694,2018-11-25T09:38:14Z,DLH2HY,"51.420704,12.209263",0,33,11
1543138703,2018-11-25T09:38:23Z,DLH2HY,"51.421417,12.209578",0,16,14
1543138709,2018-11-25T09:38:29Z,DLH2HY,"51.421799,12.209759",0,16,14
1543138720,2018-11-25T09:38:40Z,DLH2HY,"51.422462,12.210026",0,16,14
1543138728,2018-11-25T09:38:48Z,DLH2HY,"51.423134,12.21032",0,15,16
1543138737,2018-11-25T09:38:57Z,DLH2HY,"51.423775,12.210617",0,15,14
1543138747,2018-11-25T09:39:07Z,DLH2HY,"51.424522,12.210941",0,15,14
1543138755,2018-11-25T09:39:15Z,DLH2HY,"51.425034,12.21117",0,16,14
1543138761,2018-11-25T09:39:21Z,DLH2HY,"51.425499,12.211361",0,17,14
1543138770,2018-11-25T09:39:30Z,DLH2HY,"51.42627,12.211685",0,17,14
1543138776,2018-11-25T09:39:36Z,DLH2HY,"51.426758,12.211914",0,18,14
1543138798,2018-11-25T09:39:58Z,DLH2HY,"51.428619,12.212734",0,17,16
1543138807,2018-11-25T09:40:07Z,DLH2HY,"51.429165,12.213211",0,15,39
1543138813,2018-11-25T09:40:13Z,DLH2HY,"51.429474,12.213717",0,32,47
1543138822,2018-11-25T09:40:22Z,DLH2HY,"51.42984,12.214317",0,16,44
1543138829,2018-11-25T09:40:29Z,DLH2HY,"51.430195,12.214886",0,18,45
1543138839,2018-11-25T09:40:39Z,DLH2HY,"51.430923,12.216015",0,16,42
1543138845,2018-11-25T09:40:45Z,DLH2HY,"51.431213,12.216568",0,15,61
1543138854,2018-11-25T09:40:54Z,DLH2HY,"51.431343,12.217751",0,23,84
1543138866,2018-11-25T09:41:06Z,DLH2HY,"51.43161,12.223129",450,82,85
1543138872,2018-11-25T09:41:12Z,DLH2HY,"51.431808,12.227634",450,108,85
1543138883,2018-11-25T09:41:23Z,DLH2HY,"51.432358,12.238844",450,151,85
1543138890,2018-11-25T09:41:30Z,DLH2HY,"51.432728,12.246475",575,157,85
1543138898,2018-11-25T09:41:38Z,DLH2HY,"51.433052,12.253342",850,154,85
1543138907,2018-11-25T09:41:47Z,DLH2HY,"51.433548,12.267349",1350,158,87
1543138915,2018-11-25T09:41:55Z,DLH2HY,"51.433685,12.274846",1600,159,88
1543138935,2018-11-25T09:42:15Z,DLH2HY,"51.426395,12.29744",2225,182,143
1543138941,2018-11-25T09:42:21Z,DLH2HY,"51.421967,12.301272",2375,189,157
1543138947,2018-11-25T09:42:27Z,DLH2HY,"51.41684,12.303946",2550,197,162
1543138954,2018-11-25T09:42:34Z,DLH2HY,"51.411392,12.306469",2725,205,164
1543138963,2018-11-25T09:42:43Z,DLH2HY,"51.402981,12.310104",3000,215,165
1543138989,2018-11-25T09:43:09Z,DLH2HY,"51.376492,12.303162",4450,216,201
1543138995,2018-11-25T09:43:15Z,DLH2HY,"51.371231,12.298813",4775,216,210
1543139002,2018-11-25T09:43:22Z,DLH2HY,"51.366669,12.29248",5100,213,225
1543139011,2018-11-25T09:43:31Z,DLH2HY,"51.361313,12.281304",5625,214,236
1543139019,2018-11-25T09:43:39Z,DLH2HY,"51.356476,12.268753",5900,224,238
1543139026,2018-11-25T09:43:46Z,DLH2HY,"51.352844,12.259216",6000,238,238
1543139032,2018-11-25T09:43:52Z,DLH2HY,"51.349411,12.250276",6125,246,238
1543139045,2018-11-25T09:44:05Z,DLH2HY,"51.341583,12.230975",6600,256,234
1543139055,2018-11-25T09:44:15Z,DLH2HY,"51.332966,12.213745",7200,259,233
1543139067,2018-11-25T09:44:27Z,DLH2HY,"51.324867,12.193832",7850,261,238
1543139076,2018-11-25T09:44:36Z,DLH2HY,"51.319519,12.179384",8325,262,240
1543139083,2018-11-25T09:44:43Z,DLH2HY,"51.316086,12.169363",8650,262,241
1543139095,2018-11-25T09:44:55Z,DLH2HY,"51.308758,12.14798",9350,262,241
1543139107,2018-11-25T09:45:07Z,DLH2HY,"51.301758,12.127719",9875,267,241
1543139118,2018-11-25T09:45:18Z,DLH2HY,"51.294571,12.106785",10450,271,241
1543139133,2018-11-25T09:45:33Z,DLH2HY,"51.287018,12.084885",10950,283,241
1543139143,2018-11-25T09:45:43Z,DLH2HY,"51.279293,12.062378",11325,296,241
1543139155,2018-11-25T09:45:55Z,DLH2HY,"51.271191,12.038956",11850,302,241
1543139168,2018-11-25T09:46:08Z,DLH2HY,"51.263168,12.015702",12450,306,241
1543139201,2018-11-25T09:46:41Z,DLH2HY,"51.240646,11.950749",14500,303,241
1543139234,2018-11-25T09:47:14Z,DLH2HY,"51.218121,11.885681",16350,305,241
1543139267,2018-11-25T09:47:47Z,DLH2HY,"51.195053,11.819359",17975,313,240
1543139300,2018-11-25T09:48:20Z,DLH2HY,"51.171616,11.75203",19525,317,241
1543139363,2018-11-25T09:49:23Z,DLH2HY,"51.125343,11.619644",21750,342,240
1543139423,2018-11-25T09:50:23Z,DLH2HY,"51.077271,11.482569",22750,357,240
1543139449,2018-11-25T09:50:49Z,DLH2HY,"51.057678,11.427117",23000,359,240
1543139541,2018-11-25T09:52:21Z,DLH2HY,"50.980846,11.210785",23000,361,240
1543139600,2018-11-25T09:53:20Z,DLH2HY,"50.933533,11.074219",23000,364,243
1543139664,2018-11-25T09:54:24Z,DLH2HY,"50.882671,10.91667",23000,367,243
1543139725,2018-11-25T09:55:25Z,DLH2HY,"50.837952,10.78056",22850,328,243
1543139786,2018-11-25T09:56:26Z,DLH2HY,"50.796158,10.653621",21850,324,242
1543139849,2018-11-25T09:57:29Z,DLH2HY,"50.752693,10.522308",20800,320,242
1543139913,2018-11-25T09:58:33Z,DLH2HY,"50.708633,10.389949",19725,317,242
1543139974,2018-11-25T09:59:34Z,DLH2HY,"50.667362,10.266724",18700,313,242
1543140036,2018-11-25T10:00:36Z,DLH2HY,"50.624954,10.140677",17675,316,242
1543140067,2018-11-25T10:01:07Z,DLH2HY,"50.604218,10.079161",17175,318,241
1543140099,2018-11-25T10:01:39Z,DLH2HY,"50.582127,10.013889",16650,320,241
1543140131,2018-11-25T10:02:11Z,DLH2HY,"50.559361,9.946784",16100,319,241
1543140167,2018-11-25T10:02:47Z,DLH2HY,"50.534454,9.873601",15500,317,241
1543140198,2018-11-25T10:03:18Z,DLH2HY,"50.513973,9.813761",15000,304,241
1543140234,2018-11-25T10:03:54Z,DLH2HY,"50.490837,9.74606",14400,289,241
