Altitude,Callsign,Direction,Position,Speed,Timestamp,UTC
0,AUA73E,236,"52.305141,4.762671",11,1531581842,2018-07-14Z
0,AUA73E,236,"52.305256,4.762955",15,1531581829,2018-07-14Z
0,AUA73E,236,"52.305363,4.76324",11,1531581820,2018-07-14Z
0,AUA73E,59,"52.302277,4.763436",25,1531581697,2018-07-14Z
0,AUA73E,56,"52.302101,4.763005",22,1531581688,2018-07-14Z
0,AUA73E,56,"52.300819,4.76221",13,1531581660,2018-07-14Z
0,AUA73E,59,"52.30024,4.76073",12,1531581640,2018-07-14Z
100,AUA73E,60,"52.282261,4.71941",126,1531581529,2018-07-14Z
225,AUA73E,57,"52.279129,4.71146",131,1531581519,2018-07-14Z
325,AUA73E,58,"52.275829,4.70284",129,1531581509,2018-07-14Z
450,AUA73E,60,"52.272491,4.69414",128,1531581499,2018-07-14Z
625,AUA73E,57,"52.267361,4.68073",129,1531581484,2018-07-14Z
725,AUA73E,57,"52.264568,4.67358",129,1531581474,2018-07-14Z
800,AUA73E,57,"52.26289,4.66927",130,1531581468,2018-07-14Z
975,AUA73E,61,"52.257431,4.65515",139,1531581454,2018-07-14Z
1125,AUA73E,57,"52.254189,4.64659",152,1531581444,2018-07-14Z
1275,AUA73E,58,"52.250141,4.63615",156,1531581433,2018-07-14Z
1350,AUA73E,57,"52.246578,4.627",159,1531581423,2018-07-14Z
1500,AUA73E,58,"52.242039,4.61528",160,1531581414,2018-07-14Z
1725,AUA73E,60,"52.236881,4.6019",159,1531581404,2018-07-14Z
1725,AUA73E,58,"52.23645,4.60092",162,1531581398,2018-07-14Z
1850,AUA73E,58,"52.230701,4.58595",157,1531581384,2018-07-14Z
1875,AUA73E,59,"52.22477,4.57055",158,1531581369,2018-07-14Z
1875,AUA73E,60,"52.22076,4.56027",168,1531581359,2018-07-14Z
1825,AUA73E,57,"52.218342,4.55399",179,1531581353,2018-07-14Z
1850,AUA73E,58,"52.21397,4.54277",182,1531581344,2018-07-14Z
1850,AUA73E,57,"52.207119,4.52511",180,1531581329,2018-07-14Z
1850,AUA73E,58,"52.202728,4.5137",181,1531581318,2018-07-14Z
1850,AUA73E,56,"52.1922,4.486923",180,1531581295,2018-07-14Z
1850,AUA73E,55,"52.189342,4.479832",180,1531581288,2018-07-14Z
1850,AUA73E,54,"52.186569,4.473343",180,1531581282,2018-07-14Z
1850,AUA73E,51,"52.182129,4.463501",180,1531581273,2018-07-14Z
1850,AUA73E,49,"52.17733,4.454014",181,1531581265,2018-07-14Z
1850,AUA73E,36,"52.169998,4.442139",181,1531581252,2018-07-14Z
1850,AUA73E,353,"52.151356,4.430865",185,1531581229,2018-07-14Z
1875,AUA73E,337,"52.146328,4.432355",187,1531581223,2018-07-14Z
1950,AUA73E,317,"52.139389,4.438947",193,1531581213,2018-07-14Z
2300,AUA73E,268,"52.130733,4.470258",202,1531581189,2018-07-14Z
2475,AUA73E,268,"52.131012,4.48972",203,1531581176,2018-07-14Z
2625,AUA73E,266,"52.131409,4.504852",204,1531581167,2018-07-14Z
2675,AUA73E,262,"52.131802,4.512713",204,1531581161,2018-07-14Z
2800,AUA73E,243,"52.134064,4.528351",203,1531581151,2018-07-14Z
2850,AUA73E,239,"52.138779,4.542389",204,1531581141,2018-07-14Z
2825,AUA73E,239,"52.14386,4.556427",203,1531581131,2018-07-14Z
2850,AUA73E,239,"52.148117,4.568024",199,1531581121,2018-07-14Z
2850,AUA73E,239,"52.152786,4.58107",196,1531581111,2018-07-14Z
2825,AUA73E,239,"52.157452,4.59409",196,1531581101,2018-07-14Z
2850,AUA73E,239,"52.162014,4.606803",196,1531581091,2018-07-14Z
2850,AUA73E,239,"52.183777,4.667511",195,1531581044,2018-07-14Z
2850,AUA73E,240,"52.192245,4.690933",197,1531581026,2018-07-14Z
2850,AUA73E,239,"52.202145,4.718628",199,1531581006,2018-07-14Z
2850,AUA73E,240,"52.210621,4.74217",199,1531580987,2018-07-14Z
2850,AUA73E,240,"52.214859,4.75403",199,1531580978,2018-07-14Z
2850,AUA73E,240,"52.21944,4.76692",200,1531580967,2018-07-14Z
2850,AUA73E,239,"52.238453,4.820487",206,1531580926,2018-07-14Z
2850,AUA73E,239,"52.241318,4.828491",207,1531580920,2018-07-14Z
2850,AUA73E,239,"52.248505,4.848404",228,1531580905,2018-07-14Z
2825,AUA73E,241,"52.257629,4.87385",233,1531580889,2018-07-14Z
2850,AUA73E,241,"52.263779,4.89103",238,1531580879,2018-07-14Z
2850,AUA73E,241,"52.270161,4.90908",239,1531580869,2018-07-14Z
2850,AUA73E,241,"52.280819,4.93896",238,1531580849,2018-07-14Z
2850,AUA73E,241,"52.288651,4.96109",238,1531580834,2018-07-14Z
2850,AUA73E,241,"52.291851,4.97014",239,1531580828,2018-07-14Z
2850,AUA73E,241,"52.300598,4.99501",239,1531580814,2018-07-14Z
2850,AUA73E,241,"52.305592,5.00923",238,1531580804,2018-07-14Z
