Altitude,Callsign,Direction,Position,Speed,Timestamp,UTC
0,KLM1978,123,"52.314857,4.763888",16,1538672711,2018-10-04Z
0,KLM1978,123,"52.315166,4.763165",16,1538672703,2018-10-04Z
0,KLM1978,84,"52.315407,4.761982",18,1538672694,2018-10-04Z
0,KLM1978,87,"52.31538,4.761533",21,1538672688,2018-10-04Z
0,KLM1978,87,"52.315323,4.759807",24,1538672680,2018-10-04Z
0,KLM1978,87,"52.315269,4.758358",28,1538672671,2018-10-04Z
0,KLM1978,87,"52.314846,4.746015",23,1538672614,2018-10-04Z
0,KLM1978,87,"52.314812,4.74514",22,1538672607,2018-10-04Z
0,KLM1978,84,"52.314754,4.743576",19,1538672597,2018-10-04Z
0,KLM1978,70,"52.314682,4.742307",19,1538672589,2018-10-04Z
0,KLM1978,19,"52.314266,4.741483",18,1538672581,2018-10-04Z
0,KLM1978,2,"52.313622,4.741325",22,1538672573,2018-10-04Z
0,KLM1978,2,"52.312717,4.741248",20,1538672565,2018-10-04Z
0,KLM1978,2,"52.31218,4.741189",18,1538672559,2018-10-04Z
0,KLM1978,8,"52.31168,4.74115",16,1538672553,2018-10-04Z
0,KLM1978,42,"52.311249,4.740934",17,1538672547,2018-10-04Z
0,KLM1978,90,"52.31105,4.74037",17,1538672541,2018-10-04Z
0,KLM1978,151,"52.311539,4.73936",23,1538672531,2018-10-04Z
0,KLM1978,174,"52.313,4.7385",39,1538672521,2018-10-04Z
0,KLM1978,182,"52.31638,4.73866",59,1538672506,2018-10-04Z
0,KLM1978,182,"52.319569,4.73896",84,1538672496,2018-10-04Z
0,KLM1978,182,"52.325272,4.73948",125,1538672486,2018-10-04Z
0,KLM1978,182,"52.337589,4.74075",129,1538672466,2018-10-04Z
100,KLM1978,183,"52.34816,4.74167",127,1538672451,2018-10-04Z
175,KLM1978,183,"52.352131,4.74209",127,1538672441,2018-10-04Z
400,KLM1978,182,"52.363949,4.74304",132,1538672426,2018-10-04Z
500,KLM1978,183,"52.370621,4.74366",129,1538672411,2018-10-04Z
650,KLM1978,183,"52.379971,4.74449",133,1538672396,2018-10-04Z
925,KLM1978,183,"52.39212,4.74562",143,1538672376,2018-10-04Z
1050,KLM1978,183,"52.39883,4.74632",144,1538672366,2018-10-04Z
1175,KLM1978,183,"52.405651,4.74693",150,1538672356,2018-10-04Z
1325,KLM1978,182,"52.413349,4.7477",159,1538672346,2018-10-04Z
1500,KLM1978,183,"52.421398,4.74845",159,1538672336,2018-10-04Z
1625,KLM1978,182,"52.42746,4.749",165,1538672326,2018-10-04Z
1800,KLM1978,182,"52.436741,4.74968",177,1538672316,2018-10-04Z
2050,KLM1978,183,"52.44978,4.7509",181,1538672303,2018-10-04Z
2450,KLM1978,183,"52.46954,4.75261",185,1538672278,2018-10-04Z
2600,KLM1978,182,"52.476837,4.753265",185,1538672268,2018-10-04Z
2775,KLM1978,184,"52.485626,4.753952",183,1538672258,2018-10-04Z
3075,KLM1978,186,"52.504917,4.756609",180,1538672235,2018-10-04Z
3125,KLM1978,191,"52.511993,4.758377",178,1538672225,2018-10-04Z
3200,KLM1978,198,"52.521927,4.76265",178,1538672213,2018-10-04Z
3225,KLM1978,209,"52.526596,4.765549",175,1538672207,2018-10-04Z
3275,KLM1978,215,"52.530441,4.769821",174,1538672201,2018-10-04Z
3350,KLM1978,215,"52.53841,4.77913",174,1538672191,2018-10-04Z
3750,KLM1978,254,"52.571301,4.83555",188,1538672141,2018-10-04Z
3850,KLM1978,265,"52.571442,4.83846",196,1538672131,2018-10-04Z
3925,KLM1978,265,"52.57312,4.87189",198,1538672121,2018-10-04Z
4200,KLM1978,270,"52.573956,4.891035",214,1538672094,2018-10-04Z
4675,KLM1978,274,"52.57214,4.92988",213,1538672071,2018-10-04Z
4875,KLM1978,274,"52.5714,4.94612",214,1538672061,2018-10-04Z
5150,KLM1978,274,"52.570042,4.97055",215,1538672046,2018-10-04Z
5425,KLM1978,274,"52.56879,4.99517",216,1538672031,2018-10-04Z
5675,KLM1978,274,"52.56781,5.014866",216,1538672018,2018-10-04Z
6200,KLM1978,273,"52.565205,5.075134",227,1538671983,2018-10-04Z
6300,KLM1978,273,"52.564224,5.097733",235,1538671970,2018-10-04Z
6400,KLM1978,277,"52.56292,5.12881",253,1538671954,2018-10-04Z
6575,KLM1978,280,"52.561069,5.15732",256,1538671939,2018-10-04Z
6825,KLM1978,280,"52.55859,5.18225",256,1538671924,2018-10-04Z
7150,KLM1978,280,"52.555618,5.21103",255,1538671909,2018-10-04Z
7525,KLM1978,280,"52.55154,5.24925",256,1538671889,2018-10-04Z
