Altitude,Callsign,Direction,Position,Speed,Timestamp,UTC
0,KLM1981,222,"47.434238,19.263067",11,1538341982,2018-09-30Z
0,KLM1981,222,"47.434387,19.263273",14,1538341968,2018-09-30Z
0,KLM1981,216,"47.434566,19.263523",19,1538341959,2018-09-30Z
0,KLM1981,157,"47.434834,19.263668",21,1538341951,2018-09-30Z
0,KLM1981,132,"47.435017,19.263445",24,1538341945,2018-09-30Z
0,KLM1981,132,"47.435234,19.263119",29,1538341938,2018-09-30Z
0,KLM1981,132,"47.43576,19.262278",32,1538341926,2018-09-30Z
0,KLM1981,132,"47.436138,19.261656",32,1538341917,2018-09-30Z
0,KLM1981,132,"47.436371,19.261234",33,1538341911,2018-09-30Z
0,KLM1981,132,"47.436779,19.260578",34,1538341904,2018-09-30Z
0,KLM1981,132,"47.437077,19.260149",31,1538341896,2018-09-30Z
0,KLM1981,95,"47.437325,19.259508",28,1538341888,2018-09-30Z
0,KLM1981,56,"47.437267,19.259068",27,1538341881,2018-09-30Z
0,KLM1981,39,"47.437069,19.258734",15,1538341875,2018-09-30Z
0,KLM1981,42,"47.436687,19.258209",17,1538341869,2018-09-30Z
0,KLM1981,42,"47.435974,19.257307",18,1538341859,2018-09-30Z
450,KLM1981,132,"47.451874,19.215019",145,1538341672,2018-09-30Z
575,KLM1981,132,"47.456284,19.208467",144,1538341664,2018-09-30Z
700,KLM1981,132,"47.460705,19.201143",144,1538341653,2018-09-30Z
825,KLM1981,133,"47.46508,19.19389",142,1538341643,2018-09-30Z
975,KLM1981,132,"47.469784,19.186636",143,1538341633,2018-09-30Z
1125,KLM1981,132,"47.474396,19.178627",144,1538341623,2018-09-30Z
1225,KLM1981,131,"47.478973,19.171143",150,1538341612,2018-09-30Z
1350,KLM1981,132,"47.48378,19.163315",158,1538341602,2018-09-30Z
1500,KLM1981,131,"47.488953,19.155006",167,1538341593,2018-09-30Z
1550,KLM1981,133,"47.49157,19.150648",172,1538341587,2018-09-30Z
1700,KLM1981,131,"47.497154,19.141775",182,1538341577,2018-09-30Z
1875,KLM1981,133,"47.502926,19.132408",191,1538341567,2018-09-30Z
2075,KLM1981,132,"47.509304,19.12269",198,1538341557,2018-09-30Z
2700,KLM1981,132,"47.51976,19.105362",204,1538341541,2018-09-30Z
3050,KLM1981,132,"47.525551,19.095928",208,1538341532,2018-09-30Z
3450,KLM1981,130,"47.532207,19.085012",214,1538341521,2018-09-30Z
3775,KLM1981,130,"47.538727,19.073605",224,1538341511,2018-09-30Z
4050,KLM1981,130,"47.546547,19.059307",232,1538341500,2018-09-30Z
4200,KLM1981,130,"47.552505,19.049448",239,1538341491,2018-09-30Z
4325,KLM1981,130,"47.561069,19.034166",250,1538341479,2018-09-30Z
4500,KLM1981,134,"47.567963,19.023954",251,1538341471,2018-09-30Z
4800,KLM1981,136,"47.576477,19.010605",251,1538341460,2018-09-30Z
5050,KLM1981,139,"47.585541,18.998932",254,1538341450,2018-09-30Z
5350,KLM1981,137,"47.599056,18.981699",260,1538341435,2018-09-30Z
5675,KLM1981,136,"47.612789,18.962049",263,1538341420,2018-09-30Z
6025,KLM1981,136,"47.626236,18.943314",264,1538341404,2018-09-30Z
6325,KLM1981,136,"47.639744,18.924513",267,1538341389,2018-09-30Z
6675,KLM1981,135,"47.65329,18.905136",268,1538341374,2018-09-30Z
7150,KLM1981,136,"47.671818,18.878103",270,1538341353,2018-09-30Z
7400,KLM1981,136,"47.680851,18.865286",268,1538341344,2018-09-30Z
7675,KLM1981,136,"47.694305,18.846153",273,1538341329,2018-09-30Z
7925,KLM1981,137,"47.708687,18.826693",279,1538341314,2018-09-30Z
8200,KLM1981,137,"47.723373,18.806946",284,1538341299,2018-09-30Z
8525,KLM1981,137,"47.738297,18.78566",288,1538341282,2018-09-30Z
8850,KLM1981,137,"47.748184,18.772476",284,1538341273,2018-09-30Z
9300,KLM1981,137,"47.763153,18.752747",282,1538341258,2018-09-30Z
9625,KLM1981,137,"47.777893,18.732857",285,1538341242,2018-09-30Z
9850,KLM1981,137,"47.792484,18.712675",292,1538341227,2018-09-30Z
9975,KLM1981,137,"47.808079,18.69035",304,1538341211,2018-09-30Z
10125,KLM1981,137,"47.824173,18.668655",316,1538341196,2018-09-30Z
10225,KLM1981,137,"47.835068,18.653687",324,1538341186,2018-09-30Z
10375,KLM1981,137,"47.85458,18.62739",342,1538341170,2018-09-30Z
10500,KLM1981,137,"47.869949,18.60631",360,1538341157,2018-09-30Z
10625,KLM1981,137,"47.88203,18.58955",365,1538341146,2018-09-30Z
11025,KLM1981,137,"47.898579,18.567249",369,1538341134,2018-09-30Z
11375,KLM1981,137,"47.910679,18.55006",370,1538341123,2018-09-30Z
12825,KLM1981,137,"47.95137,18.494431",370,1538341092,2018-09-30Z
14075,KLM1981,137,"47.9902,18.44055",373,1538341061,2018-09-30Z
15200,KLM1981,137,"48.03154,18.3839",383,1538341029,2018-09-30Z
16575,KLM1981,137,"48.070179,18.32959",380,1538340998,2018-09-30Z
19100,KLM1981,133,"48.149632,18.210899",389,1538340935,2018-09-30Z
21400,KLM1981,133,"48.227089,18.08819",401,1538340874,2018-09-30Z
23875,KLM1981,133,"48.30835,17.96011",408,1538340811,2018-09-30Z
26575,KLM1981,133,"48.396271,17.82062",417,1538340743,2018-09-30Z
29175,KLM1981,133,"48.48299,17.68214",423,1538340678,2018-09-30Z
31675,KLM1981,133,"48.566849,17.547211",431,1538340617,2018-09-30Z
34750,KLM1981,133,"48.652222,17.412201",425,1538340554,2018-09-30Z
35000,KLM1981,132,"48.734749,17.278601",428,1538340493,2018-09-30Z
35000,KLM1981,132,"48.818851,17.13994",428,1538340431,2018-09-30Z
35000,KLM1981,132,"48.90382,17.001051",428,1538340368,2018-09-30Z
35000,KLM1981,132,"48.985611,16.86606",428,1538340307,2018-09-30Z
35000,KLM1981,132,"49.066269,16.73373",426,1538340246,2018-09-30Z
35000,KLM1981,127,"49.14278,16.59145",429,1538340185,2018-09-30Z
35000,KLM1981,127,"49.220009,16.436781",429,1538340122,2018-09-30Z
35000,KLM1981,126,"49.294258,16.28636",430,1538340060,2018-09-30Z
35000,KLM1981,126,"49.368179,16.135521",430,1538339998,2018-09-30Z
35000,KLM1981,126,"49.441601,15.98437",429,1538339935,2018-09-30Z
35000,KLM1981,126,"49.521561,15.82024",430,1538339871,2018-09-30Z
35000,KLM1981,126,"49.593449,15.67059",429,1538339807,2018-09-30Z
35000,KLM1981,126,"49.699776,15.449301",428,1538339718,2018-09-30Z
35000,KLM1981,126,"49.717117,15.412373",427,1538339705,2018-09-30Z
35000,KLM1981,126,"49.789059,15.262237",427,1538339640,2018-09-30Z
35000,KLM1981,126,"49.864334,15.102154",426,1538339575,2018-09-30Z
35000,KLM1981,126,"49.940216,14.941184",427,1538339510,2018-09-30Z
35000,KLM1981,125,"50.015442,14.77943",428,1538339446,2018-09-30Z
35000,KLM1981,125,"50.090767,14.617829",427,1538339380,2018-09-30Z
