Altitude,Callsign,Direction,Position,Speed,Timestamp,UTC
2075,DLH1JW,264,"48.371742,11.872661",146,1531495456,2018-07-13Z
2175,DLH1JW,265,"48.372341,11.880757",468,1531495445,2018-07-13Z
2375,DLH1JW,265,"48.373249,11.894391",468,1531495438,2018-07-13Z
2654,DLH1JW,267,"48.374916,11.920165",162,1531495405,2018-07-13Z
2875,DLH1JW,267,"48.375683,11.935492",180,1531495392,2018-07-13Z
2999,DLH1JW,268,"48.376118,11.949075",180,1531495380,2018-07-13Z
3425,DLH1JW,272,"48.376797,11.980425",188,1531495358,2018-07-13Z
3596,DLH1JW,272,"48.376766,11.992113",188,1531495348,2018-07-13Z
3750,DLH1JW,273,"48.376606,12.004223",194,1531495340,2018-07-13Z
3799,DLH1JW,272,"48.376232,12.014643",194,1531495332,2018-07-13Z
3875,DLH1JW,272,"48.375622,12.032855",194,1531495321,2018-07-13Z
12301,DLH1JW,259,"48.375191,12.11022",460,1531495278,2018-07-13Z
3849,DLH1JW,254,"48.376606,12.126443",460,1531495268,2018-07-13Z
3799,DLH1JW,247,"48.379051,12.142596",460,1531495262,2018-07-13Z
3849,DLH1JW,231,"48.389191,12.180135",460,1531495240,2018-07-13Z
3825,DLH1JW,216,"48.398849,12.199266",460,1531495229,2018-07-13Z
3825,DLH1JW,151,"48.434307,12.233569",460,1531495201,2018-07-13Z
3850,DLH1JW,151,"48.450176,12.2284",238,1531495184,2018-07-13Z
4625,DLH1JW,83,"48.478054,12.184029",243,1531495141,2018-07-13Z
4974,DLH1JW,83,"48.477055,12.149364",256,1531495120,2018-07-13Z
5201,DLH1JW,82,"48.47559,12.12773",256,1531495108,2018-07-13Z
5390,DLH1JW,82,"48.474201,12.108079",256,1531495096,2018-07-13Z
5664,DLH1JW,82,"48.472118,12.079822",262,1531495080,2018-07-13Z
5806,DLH1JW,82,"48.470982,12.064685",266,1531495072,2018-07-13Z
6130,DLH1JW,82,"48.467762,12.023747",282,1531495052,2018-07-13Z
6300,DLH1JW,84,"48.465729,11.998849",332,1531495040,2018-07-13Z
6659,DLH1JW,81,"48.461639,11.943833",336,1531495016,2018-07-13Z
7049,DLH1JW,80,"48.458138,11.904619",352,1531495000,2018-07-13Z
7918,DLH1JW,79,"48.45303,11.854096",358,1531494982,2018-07-13Z
9040,DLH1JW,78,"48.447178,11.805614",356,1531494960,2018-07-13Z
10019,DLH1JW,77,"48.44194,11.766442",350,1531494944,2018-07-13Z
11478,DLH1JW,77,"48.433418,11.707949",350,1531494921,2018-07-13Z
12279,DLH1JW,82,"48.427204,11.66007",350,1531494900,2018-07-13Z
12412,DLH1JW,87,"48.425282,11.640748",350,1531494893,2018-07-13Z
12899,DLH1JW,103,"48.423763,11.58234",350,1531494869,2018-07-13Z
13063,DLH1JW,111,"48.425598,11.56371",350,1531494861,2018-07-13Z
13747,DLH1JW,128,"48.448269,11.496403",358,1531494830,2018-07-13Z
15258,DLH1JW,126,"48.506992,11.375205",380,1531494769,2018-07-13Z
15657,DLH1JW,127,"48.528606,11.333221",380,1531494749,2018-07-13Z
