Timestamp,UTC,Callsign,Position,Altitude,Speed,Direction
1543145144,2018-11-25T11:25:44Z,DLH2UV,"50.048527,8.569499",0,12,295
1543145158,2018-11-25T11:25:58Z,DLH2UV,"50.048412,8.569842",0,14,303
1543145169,2018-11-25T11:26:09Z,DLH2UV,"50.048275,8.570131",0,14,284
1543145180,2018-11-25T11:26:20Z,DLH2UV,"50.048206,8.570384",0,11,227
1543145196,2018-11-25T11:26:36Z,DLH2UV,"50.048309,8.570617",0,10,205
1543145225,2018-11-25T11:27:05Z,DLH2UV,"50.048088,8.57045",0,14,205
1543145250,2018-11-25T11:27:30Z,DLH2UV,"50.04784,8.570275",0,0,225
1543145410,2018-11-25T11:30:10Z,DLH2UV,"50.047634,8.570134",0,16,205
1543145419,2018-11-25T11:30:19Z,DLH2UV,"50.047371,8.56995",0,21,205
1543145425,2018-11-25T11:30:25Z,DLH2UV,"50.047157,8.569799",0,23,205
1543145433,2018-11-25T11:30:33Z,DLH2UV,"50.046913,8.569614",0,25,205
1543145439,2018-11-25T11:30:39Z,DLH2UV,"50.046658,8.569428",0,27,205
1543145447,2018-11-25T11:30:47Z,DLH2UV,"50.046169,8.569156",0,31,194
1543145453,2018-11-25T11:30:53Z,DLH2UV,"50.045925,8.569057",0,18,194
1543145465,2018-11-25T11:31:05Z,DLH2UV,"50.045715,8.568983",0,2,191
1543145516,2018-11-25T11:31:56Z,DLH2UV,"50.04546,8.568909",0,19,191
1543145523,2018-11-25T11:32:03Z,DLH2UV,"50.045197,8.568812",0,24,194
1543145531,2018-11-25T11:32:11Z,DLH2UV,"50.044842,8.568667",0,26,194
1543145543,2018-11-25T11:32:23Z,DLH2UV,"50.04425,8.568482",0,29,188
1543145551,2018-11-25T11:32:31Z,DLH2UV,"50.043736,8.568371",0,31,191
1543145557,2018-11-25T11:32:37Z,DLH2UV,"50.043308,8.568241",0,33,191
1543145564,2018-11-25T11:32:44Z,DLH2UV,"50.042992,8.56813",0,30,191
1543145573,2018-11-25T11:32:53Z,DLH2UV,"50.04248,8.567739",0,33,230
1543145579,2018-11-25T11:32:59Z,DLH2UV,"50.042336,8.567258",0,16,250
1543145585,2018-11-25T11:33:05Z,DLH2UV,"50.042141,8.566463",0,18,250
1543145597,2018-11-25T11:33:17Z,DLH2UV,"50.041798,8.565018",0,21,250
1543145607,2018-11-25T11:33:27Z,DLH2UV,"50.041489,8.56368",0,23,250
1543145614,2018-11-25T11:33:34Z,DLH2UV,"50.041142,8.562228",0,25,250
1543145622,2018-11-25T11:33:42Z,DLH2UV,"50.040859,8.561024",0,26,250
1543145633,2018-11-25T11:33:53Z,DLH2UV,"50.040333,8.558838",0,29,250
1543145639,2018-11-25T11:33:59Z,DLH2UV,"50.04007,8.557735",0,26,250
1543145645,2018-11-25T11:34:05Z,DLH2UV,"50.039875,8.556922",0,24,250
1543145659,2018-11-25T11:34:19Z,DLH2UV,"50.039371,8.554771",0,25,250
1543145671,2018-11-25T11:34:31Z,DLH2UV,"50.03886,8.55267",0,27,250
1543145679,2018-11-25T11:34:39Z,DLH2UV,"50.038452,8.550982",0,29,250
1543145693,2018-11-25T11:34:53Z,DLH2UV,"50.037861,8.548495",0,20,250
1543145700,2018-11-25T11:35:00Z,DLH2UV,"50.037731,8.547938",0,32,250
1543145707,2018-11-25T11:35:07Z,DLH2UV,"50.037605,8.54753",0,21,239
1543145715,2018-11-25T11:35:15Z,DLH2UV,"50.037361,8.547196",0,19,210
1543145727,2018-11-25T11:35:27Z,DLH2UV,"50.037117,8.547092",0,15,191
1543145739,2018-11-25T11:35:39Z,DLH2UV,"50.036755,8.547196",0,22,160
1543145745,2018-11-25T11:35:45Z,DLH2UV,"50.03651,8.547326",0,25,160
