Altitude,Callsign,Direction,Position,Speed,Timestamp,UTC
0,KLM1973,177,"47.434299,19.263136",13,1529311684,2018-06-18Z
0,KLM1973,177,"47.434578,19.263487",17,1529311669,2018-06-18Z
0,KLM1973,177,"47.434811,19.263668",19,1529311658,2018-06-18Z
0,KLM1973,132,"47.435028,19.263428",22,1529311652,2018-06-18Z
0,KLM1973,132,"47.435223,19.263119",29,1529311645,2018-06-18Z
0,KLM1973,129,"47.435566,19.26259",27,1529311636,2018-06-18Z
0,KLM1973,163,"47.435764,19.262325",26,1529311630,2018-06-18Z
0,KLM1973,205,"47.436089,19.262342",28,1529311623,2018-06-18Z
0,KLM1973,225,"47.436516,19.262896",16,1529311615,2018-06-18Z
0,KLM1973,222,"47.436848,19.263342",15,1529311608,2018-06-18Z
0,KLM1973,222,"47.437248,19.26384",29,1529311599,2018-06-18Z
0,KLM1973,219,"47.4375,19.26421",27,1529311593,2018-06-18Z
0,KLM1973,236,"47.437855,19.264698",29,1529311586,2018-06-18Z
0,KLM1973,270,"47.437992,19.265196",31,1529311580,2018-06-18Z
0,KLM1973,284,"47.437958,19.265745",33,1529311574,2018-06-18Z
0,KLM1973,281,"47.437813,19.266621",33,1529311563,2018-06-18Z
0,KLM1973,281,"47.43766,19.267668",20,1529311556,2018-06-18Z
0,KLM1973,281,"47.437523,19.268595",26,1529311550,2018-06-18Z
0,KLM1973,292,"47.437206,19.270248",29,1529311541,2018-06-18Z
0,KLM1973,303,"47.436813,19.271339",32,1529311534,2018-06-18Z
0,KLM1973,312,"47.435486,19.273735",48,1529311523,2018-06-18Z
0,KLM1973,312,"47.434494,19.275389",62,1529311517,2018-06-18Z
0,KLM1973,312,"47.431702,19.279985",88,1529311504,2018-06-18Z
0,KLM1973,312,"47.429852,19.282961",110,1529311497,2018-06-18Z
0,KLM1973,312,"47.427677,19.286694",135,1529311491,2018-06-18Z
350,KLM1973,312,"47.424999,19.291077",150,1529311485,2018-06-18Z
450,KLM1973,312,"47.421974,19.295725",152,1529311479,2018-06-18Z
600,KLM1973,312,"47.416248,19.304951",156,1529311469,2018-06-18Z
750,KLM1973,312,"47.410244,19.314528",159,1529311456,2018-06-18Z
850,KLM1973,311,"47.40731,19.319387",162,1529311449,2018-06-18Z
950,KLM1973,312,"47.403992,19.325157",162,1529311443,2018-06-18Z
1025,KLM1973,312,"47.401257,19.329247",162,1529311437,2018-06-18Z
1175,KLM1973,312,"47.396805,19.336693",159,1529311429,2018-06-18Z
1250,KLM1973,312,"47.3936,19.341362",155,1529311422,2018-06-18Z
1325,KLM1973,311,"47.390717,19.3461",152,1529311416,2018-06-18Z
1475,KLM1973,312,"47.38504,19.355301",155,1529311405,2018-06-18Z
1650,KLM1973,312,"47.379089,19.364708",154,1529311393,2018-06-18Z
1725,KLM1973,312,"47.376068,19.369446",159,1529311386,2018-06-18Z
1800,KLM1973,312,"47.37244,19.375235",167,1529311380,2018-06-18Z
1900,KLM1973,312,"47.369694,19.380236",169,1529311374,2018-06-18Z
2075,KLM1973,312,"47.363434,19.389977",179,1529311364,2018-06-18Z
2275,KLM1973,312,"47.35675,19.400894",179,1529311352,2018-06-18Z
2475,KLM1973,313,"47.34993,19.411812",179,1529311340,2018-06-18Z
2575,KLM1973,313,"47.346588,19.417099",176,1529311333,2018-06-18Z
2675,KLM1973,313,"47.343155,19.422318",175,1529311326,2018-06-18Z
2800,KLM1973,312,"47.339584,19.427605",175,1529311320,2018-06-18Z
2975,KLM1973,313,"47.332993,19.438179",176,1529311309,2018-06-18Z
3025,KLM1973,312,"47.329742,19.443329",175,1529311303,2018-06-18Z
3100,KLM1973,310,"47.323196,19.453903",173,1529311291,2018-06-18Z
3175,KLM1973,310,"47.316833,19.464684",172,1529311279,2018-06-18Z
3225,KLM1973,308,"47.313812,19.470177",176,1529311272,2018-06-18Z
3275,KLM1973,305,"47.310745,19.476013",182,1529311266,2018-06-18Z
3250,KLM1973,305,"47.307816,19.482193",190,1529311260,2018-06-18Z
3250,KLM1973,302,"47.301727,19.495445",204,1529311248,2018-06-18Z
3400,KLM1973,267,"47.29509,19.529297",225,1529311226,2018-06-18Z
3550,KLM1973,256,"47.295731,19.538498",226,1529311217,2018-06-18Z
3700,KLM1973,243,"47.297607,19.547218",228,1529311211,2018-06-18Z
3825,KLM1973,226,"47.302845,19.558973",232,1529311203,2018-06-18Z
3975,KLM1973,221,"47.30983,19.56871",234,1529311194,2018-06-18Z
4025,KLM1973,217,"47.314865,19.57489",237,1529311188,2018-06-18Z
4350,KLM1973,169,"47.339951,19.58519",247,1529311163,2018-06-18Z
4450,KLM1973,153,"47.349583,19.580807",248,1529311155,2018-06-18Z
4575,KLM1973,135,"47.356987,19.573271",250,1529311147,2018-06-18Z
4625,KLM1973,131,"47.363411,19.56348",252,1529311140,2018-06-18Z
4675,KLM1973,131,"47.3703,19.55175",257,1529311131,2018-06-18Z
5175,KLM1973,130,"47.407288,19.489883",280,1529311088,2018-06-18Z
5375,KLM1973,130,"47.414017,19.478279",280,1529311078,2018-06-18Z
5900,KLM1973,130,"47.42926,19.452255",279,1529311062,2018-06-18Z
6250,KLM1973,130,"47.439987,19.433407",279,1529311048,2018-06-18Z
6550,KLM1973,131,"47.450092,19.41608",281,1529311037,2018-06-18Z
6925,KLM1973,131,"47.460194,19.398617",279,1529311023,2018-06-18Z
7300,KLM1973,130,"47.470367,19.382835",279,1529311012,2018-06-18Z
7675,KLM1973,131,"47.480576,19.365532",279,1529310999,2018-06-18Z
8025,KLM1973,130,"47.490692,19.348091",280,1529310987,2018-06-18Z
8400,KLM1973,131,"47.500854,19.330788",279,1529310977,2018-06-18Z
8750,KLM1973,131,"47.511154,19.313416",281,1529310964,2018-06-18Z
9075,KLM1973,131,"47.521828,19.294456",284,1529310953,2018-06-18Z
9650,KLM1973,130,"47.54068,19.263571",289,1529310933,2018-06-18Z
9975,KLM1973,130,"47.552765,19.242348",295,1529310917,2018-06-18Z
10175,KLM1973,130,"47.570759,19.210831",311,1529310898,2018-06-18Z
10300,KLM1973,130,"47.582951,19.18959",317,1529310883,2018-06-18Z
10400,KLM1973,130,"47.59346,19.171009",327,1529310872,2018-06-18Z
10600,KLM1973,130,"47.614151,19.135851",346,1529310853,2018-06-18Z
10775,KLM1973,130,"47.630131,19.106461",363,1529310838,2018-06-18Z
10975,KLM1973,130,"47.641022,19.08744",371,1529310827,2018-06-18Z
11200,KLM1973,130,"47.655388,19.062054",378,1529310812,2018-06-18Z
12175,KLM1973,130,"47.692719,18.9979",383,1529310781,2018-06-18Z
13175,KLM1973,130,"47.728642,18.935141",389,1529310750,2018-06-18Z
14925,KLM1973,130,"47.778004,18.846272",398,1529310707,2018-06-18Z
16275,KLM1973,129,"47.819344,18.774437",408,1529310673,2018-06-18Z
17725,KLM1973,129,"47.860153,18.702301",416,1529310641,2018-06-18Z
20100,KLM1973,129,"47.94043,18.560631",433,1529310577,2018-06-18Z
22675,KLM1973,134,"48.026218,18.40773",448,1529310514,2018-06-18Z
25450,KLM1973,134,"48.116547,18.270882",464,1529310451,2018-06-18Z
29250,KLM1973,134,"48.20871,18.1325",457,1529310387,2018-06-18Z
31175,KLM1973,134,"48.305828,17.98469",457,1529310322,2018-06-18Z
33250,KLM1973,134,"48.401756,17.838472",451,1529310257,2018-06-18Z
34800,KLM1973,134,"48.497002,17.690519",452,1529310192,2018-06-18Z
35000,KLM1973,134,"48.593307,17.543406",453,1529310127,2018-06-18Z
35000,KLM1973,134,"48.687401,17.396271",451,1529310062,2018-06-18Z
35000,KLM1973,133,"48.780941,17.24896",451,1529309998,2018-06-18Z
35000,KLM1973,134,"48.868378,17.112474",453,1529309937,2018-06-18Z
35000,KLM1973,134,"48.963829,16.963251",454,1529309872,2018-06-18Z
35000,KLM1973,129,"49.051437,16.804363",456,1529309807,2018-06-18Z
35000,KLM1973,129,"49.141148,16.640312",458,1529309742,2018-06-18Z
35000,KLM1973,129,"49.226582,16.48069",459,1529309677,2018-06-18Z
35000,KLM1973,129,"49.31744,16.311878",461,1529309612,2018-06-18Z
35000,KLM1973,129,"49.399109,16.156523",464,1529309551,2018-06-18Z
35000,KLM1973,128,"49.48,16.00552",466,1529309490,2018-06-18Z
35000,KLM1973,128,"49.568161,15.83744",469,1529309425,2018-06-18Z
35000,KLM1973,128,"49.656288,15.66799",469,1529309361,2018-06-18Z
35000,KLM1973,128,"49.74102,15.507053",468,1529309299,2018-06-18Z
35000,KLM1973,128,"49.825836,15.341757",473,1529309237,2018-06-18Z
35000,KLM1973,128,"49.914242,15.168259",477,1529309172,2018-06-18Z
35000,KLM1973,128,"50.002689,14.996264",475,1529309107,2018-06-18Z
35000,KLM1973,126,"50.173405,14.66235",484,1529309002,2018-06-18Z
35000,KLM1973,126,"50.22435,14.558095",485,1529308966,2018-06-18Z
35000,KLM1973,129,"50.305386,14.395742",488,1529308898,2018-06-18Z
35000,KLM1973,126,"50.38129,14.24103",478,1529308832,2018-06-18Z
35000,KLM1973,127,"50.463139,14.07208",481,1529308771,2018-06-18Z
35000,KLM1973,126,"50.55061,13.89444",481,1529308707,2018-06-18Z
35000,KLM1973,126,"50.643299,13.70314",485,1529308642,2018-06-18Z
35000,KLM1973,126,"50.729141,13.52592",492,1529308577,2018-06-18Z
35000,KLM1973,127,"50.820011,13.33436",512,1529308511,2018-06-18Z
35000,KLM1973,126,"50.913021,13.13957",515,1529308447,2018-06-18Z
35000,KLM1973,126,"51.006229,12.94227",515,1529308382,2018-06-18Z
35000,KLM1973,125,"51.09359,12.75497",518,1529308321,2018-06-18Z
35000,KLM1973,122,"51.184792,12.55592",519,1529308256,2018-06-18Z
35000,KLM1973,111,"51.248749,12.327329",503,1529308193,2018-06-18Z
35000,KLM1973,110,"51.298237,12.115555",503,1529308131,2018-06-18Z
35000,KLM1973,110,"51.351772,11.886215",501,1529308067,2018-06-18Z
35000,KLM1973,109,"51.400822,11.67461",496,1529308001,2018-06-18Z
35000,KLM1973,109,"51.45195,11.44966",494,1529307937,2018-06-18Z
35000,KLM1973,108,"51.498878,11.24176",494,1529307876,2018-06-18Z
35000,KLM1973,109,"51.548317,11.019745",497,1529307813,2018-06-18Z
35000,KLM1973,109,"51.594498,10.813813",500,1529307753,2018-06-18Z
35000,KLM1973,104,"51.607086,10.750642",494,1529307736,2018-06-18Z
35000,KLM1973,97,"51.631458,10.510254",489,1529307668,2018-06-18Z
35000,KLM1973,96,"51.661018,10.183164",493,1529307596,2018-06-18Z
34999,KLM1973,96,"51.679665,9.965756",493,1529307536,2018-06-18Z
34525,KLM1973,96,"51.698189,9.746254",494,1529307471,2018-06-18Z
33260,KLM1973,96,"51.718723,9.497396",502,1529307406,2018-06-18Z
33000,KLM1973,96,"51.737671,9.259285",501,1529307340,2018-06-18Z
33000,KLM1973,96,"51.755104,9.036523",499,1529307278,2018-06-18Z
33000,KLM1973,96,"51.775856,8.771025",498,1529307216,2018-06-18Z
