Altitude,Callsign,Direction,Position,Speed,Timestamp,UTC
0,EZY63RX,303,"48.118885,16.554548",26,1536933086,2018-09-14Z
0,EZY63RX,298,"48.116451,16.562206",24,1536933029,2018-09-14Z
0,EZY63RX,298,"48.11552,16.565041",22,1536933008,2018-09-14Z
0,EZY63RX,295,"48.113571,16.571039",20,1536932961,2018-09-14Z
0,EZY63RX,295,"48.113354,16.571714",24,1536932954,2018-09-14Z
0,EZY63RX,295,"48.112915,16.573071",24,1536932946,2018-09-14Z
0,EZY63RX,295,"48.111736,16.576662",20,1536932920,2018-09-14Z
0,EZY63RX,295,"48.111465,16.577494",20,1536932914,2018-09-14Z
0,EZY63RX,329,"48.109303,16.579914",24,1536932885,2018-09-14Z
0,EZY63RX,315,"48.108574,16.58087",28,1536932877,2018-09-14Z
0,EZY63RX,320,"48.107338,16.582752",38,1536932868,2018-09-14Z
0,EZY63RX,343,"48.105385,16.584267",54,1536932855,2018-09-14Z
575,EZY63RX,344,"48.085052,16.592789",144,1536932813,2018-09-14Z
675,EZY63RX,344,"48.078873,16.595398",145,1536932803,2018-09-14Z
750,EZY63RX,343,"48.075577,16.59684",144,1536932797,2018-09-14Z
825,EZY63RX,344,"48.071285,16.598652",144,1536932791,2018-09-14Z
950,EZY63RX,344,"48.063766,16.601784",144,1536932781,2018-09-14Z
1050,EZY63RX,344,"48.059784,16.603441",143,1536932773,2018-09-14Z
1100,EZY63RX,344,"48.056259,16.604942",143,1536932767,2018-09-14Z
1250,EZY63RX,344,"48.048473,16.608299",145,1536932755,2018-09-14Z
1300,EZY63RX,345,"48.044609,16.609921",146,1536932749,2018-09-14Z
1400,EZY63RX,345,"48.040699,16.611328",144,1536932743,2018-09-14Z
1575,EZY63RX,343,"48.032822,16.614555",146,1536932733,2018-09-14Z
1650,EZY63RX,343,"48.028271,16.616539",152,1536932724,2018-09-14Z
1800,EZY63RX,343,"48.020123,16.620201",159,1536932714,2018-09-14Z
1900,EZY63RX,344,"48.016586,16.621752",163,1536932708,2018-09-14Z
1975,EZY63RX,343,"48.012161,16.623583",166,1536932701,2018-09-14Z
2175,EZY63RX,344,"48.002792,16.627602",170,1536932690,2018-09-14Z
2325,EZY63RX,344,"47.993591,16.631516",177,1536932678,2018-09-14Z
2475,EZY63RX,344,"47.983578,16.635695",181,1536932666,2018-09-14Z
2600,EZY63RX,344,"47.979202,16.637455",182,1536932659,2018-09-14Z
2800,EZY63RX,345,"47.970703,16.640923",183,1536932650,2018-09-14Z
2975,EZY63RX,345,"47.964912,16.64316",183,1536932642,2018-09-14Z
3075,EZY63RX,344,"47.959652,16.645203",187,1536932634,2018-09-14Z
3175,EZY63RX,338,"47.951458,16.648935",192,1536932626,2018-09-14Z
3250,EZY63RX,325,"47.947361,16.651682",197,1536932620,2018-09-14Z
3375,EZY63RX,266,"47.938377,16.676964",223,1536932600,2018-09-14Z
3400,EZY63RX,243,"47.940308,16.691254",233,1536932590,2018-09-14Z
